timestamp,bitcoin,ethereum,tether,binancecoin,solana,AAPL,MSFT,NVDA,AMZN,GOOGL,META,BRK-B,TSLA,LVMUY,JPM
2024-05-06,64010.00865210892,3136.57511039041,0.9995723091594041,591.5696864234413,145.68571274466362,180.8560333251953,410.40667724609375,92.10972595214844,188.6999969482422,167.30014038085938,463.9873046875,404.9200134277344,184.75999450683594,169.0,187.6480712890625
2024-05-07,63172.48129551341,3064.5913995603364,0.9998138378099068,587.9975276703907,152.65486339652605,181.54278564453125,406.238525390625,90.52424621582031,188.75999450683594,170.43515014648438,466.53802490234375,406.1400146484375,177.80999755859375,170.2100067138672,187.4037322998047
2024-05-08,62363.057191718624,3015.1597696166846,1.0001719699220128,577.8207580787184,148.18697723966497,181.88119506835938,407.4294128417969,90.3823013305664,188.0,168.57406616210938,470.8821716308594,406.3699951171875,174.72000122070312,169.83999633789062,191.21534729003906
2024-05-09,61215.50400879193,2975.72696606529,0.9998603041899017,588.6001816817056,142.5160197700434,183.7025909423828,409.1959228515625,88.71784973144531,189.5,169.15130615234375,473.6919250488281,408.82000732421875,171.97000122070312,170.1300048828125,193.02342224121094
2024-05-10,63148.599943097026,3038.3447046668207,1.0002587983772435,596.3634049227411,152.72554705807713,182.43682861328125,411.59759521484375,89.84848022460938,187.47999572753906,167.84751892089844,474.4690856933594,412.04998779296875,168.47000122070312,169.52999877929688,194.26463317871094
2024-05-13,61507.054004121346,2931.3106669139133,0.9992802660885272,594.0478928219344,143.58731571295039,185.65602111816406,410.5853271484375,90.36930847167969,186.57000732421875,168.33517456054688,466.3088684082031,411.2200012207031,171.88999938964844,168.75,194.22552490234375
2024-05-14,62878.783300729294,2948.3034552659406,1.0000690328912964,591.4430302446636,147.14466221396205,186.8021697998047,413.40380859375,91.32599639892578,187.07000732421875,169.52947998046875,470.1349182128906,410.239990234375,177.5500030517578,171.9199981689453,196.9425048828125
2024-05-15,61569.1130057734,2881.7959916152945,0.9994961955158256,566.6540797108654,142.0844864886782,189.08450317382812,420.6317443847656,94.59890747070312,185.99000549316406,171.68914794921875,479.7896423339844,412.760009765625,173.99000549316406,171.22000122070312,197.52891540527344
2024-05-16,66220.51831432826,3035.758955126304,0.9995957392910128,582.2776668543061,158.01312798977025,189.2041015625,418.5538024902344,94.3280029296875,183.6300048828125,173.35121154785156,471.5098876953125,413.1199951171875,174.83999633789062,170.2899932861328,197.88076782226562
2024-05-17,65260.879803346186,2943.5851283842208,0.9999186539692309,569.1833921144822,159.14533854574205,189.2340087890625,417.7783203125,92.44861602783203,184.6999969482422,175.22227478027344,470.1947021484375,416.94000244140625,177.4600067138672,170.44000244140625,200.14816284179688
2024-05-20,66252.71259591613,3071.324418093757,0.9999453832311869,574.2318739013161,170.0673475386705,190.40008544921875,422.878662109375,94.74886322021484,183.5399932861328,176.0781707763672,467.1358337402344,413.0,174.9499969482422,168.85000610351562,191.1469268798828
2024-05-21,71430.29700215145,3656.390090299324,1.0003015164913203,600.7777660119472,186.3249227218175,191.70570373535156,426.5572509765625,95.35466766357422,183.14999389648438,177.00376892089844,462.941162109375,414.3699951171875,186.60000610351562,166.60000610351562,194.9976348876953
2024-05-22,70189.8358177002,3792.486220211773,0.9988873694830204,618.8192565287056,178.1744919321701,190.26055908203125,428.0286865234375,94.91881561279297,183.1300048828125,175.54075622558594,466.0796813964844,413.989990234375,180.11000061035156,162.27000427246094,193.81504821777344
2024-05-23,69181.20085677762,3741.897740560911,0.9997776261342576,614.7193778227489,176.86884758403767,186.25401306152344,424.529052734375,103.76490783691406,181.0500030517578,172.72421264648438,464.0869445800781,405.8800048828125,173.74000549316406,161.30999755859375,192.45655822753906
2024-05-24,67906.46534276106,3766.398091341944,0.9998647123182286,598.7991409330791,176.0640591935767,189.3436279296875,427.6707763671875,106.43402862548828,180.75,174.1573486328125,476.4817199707031,407.4100036621094,179.24000549316406,163.0500030517578,196.16067504882812
2024-05-28,69367.23871755725,3893.3921058941055,0.9992578794997635,603.7379863160476,169.81442537506513,189.35360717773438,427.8298645019531,113.86358642578125,182.14999389648438,175.56065368652344,478.1755676269531,403.8999938964844,176.75,161.6999969482422,194.97808837890625
2024-05-29,68316.63588049631,3840.68886040005,0.9988491163088936,601.027199842003,168.75055773108363,189.652587890625,426.6865234375,114.78727722167969,182.02000427246094,175.0630340576172,472.6357421875,404.0899963378906,176.19000244140625,156.3800048828125,193.6195831298828
2024-05-30,67577.26558995963,3765.3025567780796,0.9989229073165884,595.1906949308271,168.13546936257387,190.6492462158203,412.2704162597656,110.46369934082031,179.32000732421875,171.2910614013672,465.3523254394531,408.6099853515625,178.7899932861328,158.91000366210938,194.8119354248047
2024-05-31,68372.49288434093,3748.6391523334596,0.9995210338137629,595.0819435647909,167.014473333231,191.6060333251953,412.7277526855469,109.59699249267578,176.44000244140625,171.67919921875,465.13311767578125,414.3999938964844,178.0800018310547,160.74000549316406,198.03712463378906
2024-06-03,67740.01690222476,3780.7119847349145,0.9993446238202418,602.9471398632894,163.11854094832748,193.3800506591797,411.1270446777344,114.96222686767578,178.33999633789062,172.3460235595703,475.75439453125,414.7900085449219,176.2899932861328,160.58999633789062,197.24549865722656
2024-06-04,68808.29368590549,3766.6376499412618,0.9998835953788076,626.564554887942,164.81254949676975,193.69898986816406,413.6623229980469,116.39875793457031,179.33999633789062,172.9630584716797,475.2561950683594,409.5299987792969,174.77000427246094,160.6199951171875,194.6457977294922
2024-06-05,70600.01116676089,3814.932030146498,1.0001566410540734,686.5106675772284,171.7281286123733,195.21389770507812,421.5563659667969,122.3997802734375,181.27999877929688,174.57537841796875,493.2605285644531,409.8500061035156,175.0,164.75,192.78884887695312
2024-06-06,71184.59943059199,3871.0820906216727,1.0007556119348036,699.924112025121,173.76957145050255,193.82855224609375,422.0633850097656,120.95825958251953,185.0,175.8890838623047,491.96527099609375,411.0799865722656,177.94000244140625,166.02999877929688,192.44677734375
2024-06-07,70759.58819301432,3812.701856549199,0.9995558015878527,710.0434830589062,170.37271994953753,196.23048400878906,421.3973083496094,120.84829711914062,184.3000030517578,173.6298828125,491.16815185546875,413.7200012207031,177.47999572753906,164.5500030517578,195.41787719726562
2024-06-10,69654.16073760358,3705.8998844045504,1.0000655674258474,673.495305137746,162.063709361357,192.4730987548828,425.3940124511719,121.74999237060547,187.05999755859375,174.37716674804688,500.77313232421875,410.80999755859375,173.7899932861328,160.91000366210938,195.0855712890625
2024-06-11,69493.17760915738,3666.8276647258203,0.9997216337476131,624.1111865882733,158.8863716164394,206.45611572265625,430.1761779785156,120.88021087646484,187.22999572753906,175.98135375976562,505.62542724609375,408.5,170.66000366210938,158.77000427246094,189.95457458496094
2024-06-12,67329.15232724321,3498.5559542215797,0.9997068484256737,601.6892499687187,149.30184393721757,212.35630798339844,438.5076904296875,125.16914367675781,186.88999938964844,177.14710998535156,506.9903869628906,408.7699890136719,177.2899932861328,158.82000732421875,187.188720703125
2024-06-13,68224.51967501991,3559.4475336257624,0.9996372500993125,618.8387734028372,154.85704243492725,213.52236938476562,439.0246887207031,129.57806396484375,183.8300018310547,174.52662658691406,502.2676696777344,405.9200134277344,182.47000122070312,157.35000610351562,189.2704620361328
2024-06-14,66700.31696564378,3465.316584199481,0.9990786378837974,599.1566520664575,147.23468433017004,211.77822875976562,440.00897216796875,131.84751892089844,183.66000366210938,176.15072631835938,502.8262023925781,405.5400085449219,178.00999450683594,152.83999633789062,189.38772583007812
2024-06-17,66615.53782131766,3618.508652976102,0.9992633870759763,609.8330309332431,150.65560322695782,215.94422912597656,445.775390625,130.94773864746094,184.05999755859375,176.59912109375,505.2896423339844,407.32000732421875,187.44000244140625,155.10000610351562,190.56053161621094
2024-06-18,66460.38897909952,3510.3586935289036,0.9996302782300592,603.9317705958817,143.201979419663,213.5721893310547,443.75714111328125,135.54660034179688,182.80999755859375,174.45687866210938,498.16851806640625,407.95001220703125,184.86000061035156,152.4600067138672,192.5347442626953
2024-06-20,64907.07460760319,3555.9658395535403,0.9999378887247978,598.1823995707931,135.40309403154043,208.97764587402344,443.120849609375,130.74778747558594,186.10000610351562,175.66250610351562,500.3727111816406,409.1499938964844,181.57000732421875,152.57000732421875,194.16688537597656
2024-06-21,64844.67441797763,3511.28482815368,0.9990504257522792,586.9059353494202,133.44256940911677,206.79498291015625,447.17724609375,126.53881072998047,189.0800018310547,178.98048400878906,493.47100830078125,409.6199951171875,183.00999450683594,153.38999938964844,191.85061645507812
